no;id;name;host_id;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
12104;53407750;Private Room - Large Bed - Chatuchak;386819945;Dilok;Chatu Chak;1.383.276;10.057.032;Private room;1500;1;0;;;5;0;0
12105;53408460;Private Room - Bunk Bed - Chatuchak;386819945;Dilok;Chatu Chak;1.383.233;10.056.982;Private room;1200;1;0;;;5;0;0
12106;53408631;Dorm Mixed - Chatuchak;386819945;Dilok;Chatu Chak;1.383.106;10.056.991;Shared room;829;1;1;22/02/2022;0.1;5;0;1
12107;53408825;Dorm Male - Chatuchak;386819945;Dilok;Chatu Chak;1.383.271;10.056.999;Shared room;829;1;0;;;5;0;0
12108;53408867;Dorm Female - Chatuchak;386819945;Dilok;Chatu Chak;1.383.087;10.056.996;Shared room;829;1;0;;;5;0;0
12109;53689651;2 BED FOR RENT[YEARLY], NEARBY BTS EKKAMAI;151037572;Austin;Vadhana;1.372.396;10.058.013;Entire home/apt;2600;365;0;;;1;364;0
12110;53694837;2 Bed Serviced SkyVillas;6132593;Salvatore;Sathon;1.371.981;10.052.724;Entire home/apt;4174;2;1;09/09/2022;0.27;7;151;1
12111;53698448;Large 3 bed apartment in Central Bangkok;205916372;Sommart;Parthum Wan;1.374.142;10.054.477;Entire home/apt;3600;2;19;26/12/2022;1.73;5;0;19
12112;53698592;Very Convenience in BKK 1BR Condo in Ekkamai;9493877;Shadysaint;Vadhana;1.373.021;10.058.641;Entire home/apt;969;365;0;;;1;365;0
12113;53703396;COZY 1-bed @ Sukhumvit BTS On-nut;65974281;Jat;Vadhana;1.371.368;1.006.016;Entire home/apt;900;20;12;11/12/2022;0.96;1;42;11
12114;53707367;Comfy shared residential house , 4th floor;126601726;Patsiri;Pra Wet;1.368.938;10.064.001;Private room;350;14;0;;;15;365;0
12115;53710266;Artist's House & Gallery-2 Adjoining Guest Suites;8123510;Tatiya;Chatu Chak;1.381.766;10.058.861;Entire home/apt;3904;2;5;22/11/2022;0.41;13;356;5
12116;53710591;Artist House & Gallery- 4 Guest Suites;8123510;Tatiya;Chatu Chak;1.381.682;10.058.286;Entire home/apt;12054;2;1;03/12/2022;1.0;13;345;1
12117;53711088;Semi-penthouse on Shophouse+GardenView bathtub 3rd;219048748;Kay;Suanluang;137.132;10.060.597;Entire home/apt;650;1;18;13/11/2022;1.5;7;153;18
12118;53711090;Semi-penthouse on Shophouse+GardenView bathtub 4th;219048748;Kay;Suanluang;13.712.184.156.260.700;10.060.548.096.965.000;Entire home/apt;656;1;38;30/11/2022;3.1;7;116;36
12119;53711665;Rooftop Bar, spacious stylish 1Bedder BTS/Discount;1233171;Travis;Khlong Toei;1.372.068;10.057.928;Entire home/apt;1247;90;1;20/11/2022;0.77;6;202;1
12120;53712360;Beyond luxuries, cozy brand new 2bedder at Thonglo;1233171;Travis;Khlong Toei;1.371.975;10.057.737;Entire home/apt;2009;90;1;08/06/2022;0.15;6;165;1
12121;53712895;Brand New 1Bed at Thonglo. BTS/long term discount;1233171;Travis;Khlong Toei;1.372.146;10.057.541;Entire home/apt;1247;60;0;;;6;164;0
12122;53715667;Spacious 1 Bedroom in Thonglor;168421567;Lek;Vadhana;1.372.533;10.057.926;Entire home/apt;2814;3;24;18/12/2022;2.07;5;57;24
12123;53728308;ThebaseSAPHANMAI小区studio单间BTSwalk0m，nearBigC，轻轨站0米;172820753;AliceGuo郭美;Bang Khen;13.894.659;100.604.912;Entire home/apt;880;28;4;26/09/2022;0.35;17;147;4
12124;53946254;Prime embassy access garden view with rooftop pool;6598548;Amornsukh;Parthum Wan;1.372.937;10.054.514;Entire home/apt;1200;60;1;31/12/2021;0.08;16;319;1
12125;53946821;Inviting 360skypool chitlom Centralwld pratunam;342811212;Miu Miu;Ratchathewi;1.374.986;10.054.333;Entire home/apt;5171;28;4;14/10/2022;0.47;23;147;4
12126;53961636;Nara Suite Residence ★506A★;132473239;Amb Ville;Yan na wa;1.370.087;10.053.493;Private room;1090;1;0;;;25;346;0
12127;53961904;Harmony family room@Bangkok sathon;207952235;Sharon;Yan na wa;1.370.459;10.053.388;Entire home/apt;1149;3;2;28/10/2022;0.22;1;260;2
12128;53962260;5 minBTS in Sukhumvit,NiceClean Room&CoffeeCafe1Fl;13899655;Sujira;Khlong Toei;137.129;10.059.314;Private room;854;1;9;09/11/2022;0.74;25;358;9
12129;53965471;ASOK New Condo in Sukhumvit BTS/MRT Terminal21;240343545;Joseph;Vadhana;1.374.035;10.056.716;Entire home/apt;2571;30;2;08/09/2022;0.42;37;130;2
12130;53972822;SO Studio : Clean room in Sathorn area with Pantry;227784412;Bank;Bang Rak;1.372.625;10.052.203;Entire home/apt;1025;1;7;17/12/2022;1.0;19;170;7
12131;53973346;Ariva Ivy Servizio Thonglor;416409384;Siripassorn;Vadhana;1.373.855;10.058.325;Private room;1350;30;0;;;1;358;0
12132;53973792;曼谷中心/靠近terminal21/距离asoke bts 站 MRT200米/;18699637;Wilson;Vadhana;1.373.723;10.056.206;Entire home/apt;1800;28;6;24/12/2022;0.55;29;214;6
12133;53975850;Welcome to guest room in our beautiful House;305836501;Bhurida;Bang Khen;1.384.775;10.062.326;Private room;1490;1;0;;;1;365;0
12134;53993686;❤Wow ❤ BTS Asoke ❤MRT Sukhumvit ❤Wifi ❤Washmachine;294345312;Durian;Vadhana;1.373.808;10.056.232;Entire home/apt;2599;3;7;13/12/2022;0.58;4;71;7
12135;53728408;SANDEE HOUSE;105470869;Sajee;Lak Si;1.390.314;10.057.878;Entire home/apt;1500;1;0;;;2;365;0
12136;53998114;Downtown Bangkok;52992986;Thayika;Phra Khanong;1.368.645;10.061.434;Private room;1090;2;3;01/12/2022;0.25;1;324;3
12137;53729517;Lovely studio room condominium;435163932;Wacharawalee;Din Daeng;1.378.745;10.057.161;Private room;700;1;0;;;1;365;0
12138;53730057;1 min to BTS Bang Na / Supermarket downstairs;177483212;Midori;Bang Na;1.366.449;10.060.387;Entire home/apt;921;7;5;09/12/2022;0.46;5;318;5
12139;53730328;城市中心 Supalai Elite Surawong 沙吞金融区 BTS轻轨环线93;342113311;George;Bang Rak;1.373.141;10.052.336;Entire home/apt;598;90;0;;;40;358;0
12140;53414319;Family room for up to 4 guests;432009214;Suvimol;Lak Si;13.890.576;100.568.573;Private room;1629;1;0;;;1;330;0
12141;54007957;花逢民宿 Jul.46/near BTS/cooking available/sweet room;139189243;Hana;Sathon;13.711.291;100.521.294;Entire home/apt;1100;1;13;06/12/2022;1.08;29;339;13
12142;54008288;Studio Condo with infinity pool & BTS at doorstep;27871747;Angela;Phaya Thai;1.377.261;10.054.242;Entire home/apt;928;29;2;31/03/2022;0.2;3;5;2
12143;53428082;Comfortable Studio BTS Ploenchit/Central Embassy;15012302;Shez;Parthum Wan;1.374.357;10.054.889;Entire home/apt;1500;3;19;10/12/2022;1.44;1;346;18
12144;53438906;วิลล่าแสนสดใสพร้อมสระว่ายน้ำ;264240403;อรอรินทร์;Khlong Sam Wa;1.387.399;10.070.725;Entire home/apt;2500;1;14;14/12/2022;1.17;1;336;14
12145;53440720;Seeking Friends for The End of The Earth;329810320;Awanderer;Chatu Chak;13.828.385;100.562.881;Private room;686;1;23;23/12/2022;1.95;1;90;23
12146;53441419;Entire unit of 53Sq.m. 1-min Thonglor BTS, Bangkok;1697795;Prasert;Khlong Toei;1.372.315.900.225.910;10.057.878.810.976.200;Entire home/apt;1118;25;2;09/12/2022;0.3;1;201;2
12147;53450175;A space condo Sukhumvit 77;48308163;Tullaya;Pra Wet;1.371.522;10.065.423;Private room;1000;1;0;;;1;365;0
12148;53452556;S2 (B) - Cozy 2 BR, Heart of Bangkok, Sathorn BTS!;123828822;Sara;Sathon;13.72;10.052.888;Entire home/apt;2700;4;17;08/12/2022;1.27;22;134;16
12149;53453024;Sukhumvit62 Condo,Step Bts,Roof Swimming Pool;168262021;铭;Phra Khanong;1.369.508;10.060.443;Entire home/apt;1886;28;6;06/12/2022;0.51;2;172;6
12150;54010923;monthly rental /real 1 bedroom layout/30sq;270215556;Ideomobi;Din Daeng;1.376.363;10.056.373;Entire home/apt;1500;1;10;30/08/2022;0.9;28;60;10
12151;54020937;Deluxe Room with Balcony Sukhumvit 22;435441726;V Check Inn;Khlong Toei;1.373.197;10.056.648;Private room;1000;1;0;;;2;361;0
12152;53453129;Welcoming to JJ loft;275449403;Marc;Chatu Chak;1.379.543;1.005.601;Private room;590;1;0;;;1;365;0
12153;53465476;/Nice cozy apartment with pool/ gym close to BTS;379965069;Moritz;Phra Khanong;1.368.522;10.060.416;Entire home/apt;590;28;5;08/06/2022;0.42;2;83;5
12154;53466163;Heart of Shopping Place* Pratunam~Siam near Erawan;120880881;Paniss And Penny;Ratchathewi;1.375.285;10.053.772;Entire home/apt;1447;3;9;12/12/2022;0.71;10;117;8
12155;53466513;ASOK New Apt in Sukhumvit Near  BTS/MRT EmQuartier;240343545;Joseph;Vadhana;1.373.834;1.005.659;Entire home/apt;2700;30;5;19/09/2022;0.42;37;116;5
12156;53466886;ASOK New Apt in Sukhumvit Near BTS/MRT, Terminal21;240343545;Joseph;Vadhana;1.373.993;10.056.551;Entire home/apt;2571;30;6;30/11/2022;0.46;37;162;3
12157;53482531;Deluxe Studio (King or Twin);433084758;Varin;Vadhana;1.372.645;10.057.892;Private room;2500;1;0;;;1;365;0
12158;53744212;Service apartment w/pool in Sukhumvit 61;24229896;Nann;Vadhana;1.372.753;10.058.471;Entire home/apt;6357;7;2;14/06/2022;0.23;3;89;2
12159;53744493;🏠@OldTown~StepsTo Café~Pool~StreetFood-Train-Boat;298779338;Joyce;Bang Rak;13.719.171;100.517.418;Entire home/apt;2614;2;61;22/12/2022;5.56;8;214;61
12160;53744497;TAMNI | No.301 | 1min walk to Subway;14335043;Tan;Parthum Wan;1.373.839;100.517.815;Private room;4543;1;22;17/12/2022;1.76;14;80;19
12161;53746282;Luxury studio in Thonglor new apartment building;324142230;Silver Thonglor;Vadhana;1.373.827;10.058.439;Entire home/apt;1550;30;5;08/11/2022;0.55;5;331;5
12162;53751579;TAMNI | No.305 | 1min walk to Subway;14335043;Tan;Parthum Wan;1.373.779;1.005.188;Private room;3423;1;17;28/12/2022;1.38;14;86;16
12163;53760323;A 9 acre compound that has everything you need.;435416477;Kate;Lat Krabang;1.376.793;10.074.159;Private room;1800;1;0;;;1;365;0
12164;53762756;Deluxe Breakfast Asoke BTS Sukhumvit 15;435435287;Dararat;Vadhana;1.374.416;1.005.592;Private room;4350;1;0;;;4;355;0
12165;54022873;Asok/Sukhumvit Apt, BTS/MRT Emquartier, Terminal21;240343545;Joseph;Vadhana;137.383;1.005.672;Entire home/apt;2700;30;1;01/07/2022;0.17;37;143;1
12166;54023069;Merlin Tower Condominium;257767442;ทวีสิงห์;Sathon;137.129;10.053.265;Entire home/apt;410;5;3;02/12/2022;0.33;10;58;3
12167;54042079;Charming 1BedRM @Ekkamai;145425860;Jia-Yi;Vadhana;1.372.737;10.058.634;Entire home/apt;1247;1;1;26/12/2022;1.0;5;358;1
12168;54043084;Charming Spacious 1 BedRM@ Ekkamai;145425860;Jia-Yi;Vadhana;1.372.517;10.058.771;Entire home/apt;1351;1;1;01/12/2022;1.0;5;358;1
12169;54043873;2-bedrooms Apartment Large Balcony Walk From BTS;416592214;Boss;Khlong Toei;1.371.423;10.058.128;Entire home/apt;2080;1;3;17/11/2022;0.33;6;354;3
12170;54064104;1 bedroom 1 bathroom Apartment near MRT Huai Kwang;307197002;Wassaya;Huai Khwang;137.814;10.058.463;Private room;750;1;0;;;2;365;0
12171;54065465;LIEW II - Stepping garden room -  4min to MRT;184537643;Shamp;Bang Rak;1.373.143;10.052.937;Entire home/apt;1850;1;28;22/12/2022;2.46;3;289;28
12172;53763705;Grand Deluxe room with Balcony;435441726;V Check Inn;Khlong Toei;1.372.142;1.005.638;Private room;1200;1;0;;;2;354;0
12173;53776662;MRT拉玛九中国大使馆5min独立卧室带门的安静房源NoNoise;270215556;Ideomobi;Din Daeng;1.376.182;10.056.604;Entire home/apt;1300;1;6;02/11/2022;0.54;28;117;6
12174;53785566;Opal Double Floor301@ BTS Bang Wa(S12)(BL34)日本 中文;234600442;Opal;Phasi Charoen;1.371.484;10.045.513;Entire home/apt;1326;1;10;21/12/2022;0.88;15;345;10
12175;53787517;Central/ Siam​ to Phaya​Thai St. ~5 min walk;120880881;Paniss And Penny;Ratchathewi;1.375.388;10.054.146;Entire home/apt;1586;3;19;14/12/2022;1.73;10;307;19
12176;53787780;✿ Cozy little room w/ PRIVATE Entrance/Bathroom ✿;102811177;Santahn;Phaya Thai;1.379.132;1.005.376;Private room;416;7;4;30/11/2022;0.37;5;54;4
12177;53800050;ThebaseSAPHANMAI小区studio单间，BTSwalk0m，nearBigC轻轨站0米;172820753;AliceGuo郭美;Bang Khen;1.389.466;10.060.491;Entire home/apt;880;14;6;08/12/2022;0.52;17;137;6
12178;53800070;ASOK/Sukhumvit New APT.  BTS/MRT,Terminal21,2-3PP;240343545;Joseph;Vadhana;1.374.023;10.056.681;Entire home/apt;2700;30;3;04/10/2022;0.41;37;152;3
12179;53800115;Asok 2B2BApt  Bkk Sukhumvit Terminal21 BTS/MRT 4PP;240343545;Joseph;Vadhana;1.373.974;10.056.766;Entire home/apt;5000;30;1;21/07/2022;0.19;37;0;1
12180;53800138;ASOK 2BR Bangkok Sukhumvit BTS/MRT 4PPL Terminal21;240343545;Joseph;Vadhana;1.374.032;10.056.713;Entire home/apt;5000;30;1;02/07/2022;0.17;37;161;1
12181;53800169;ASOK 2BR Apt Bkk Sukhumvit BTS/MRT 4PPL/Pool/Wifi;240343545;Joseph;Vadhana;1.374.001;10.056.704;Entire home/apt;5000;30;3;19/07/2022;0.24;37;174;2
12182;53485127;BoX hOus€ □ Private parking at Bangkapi;246112659;Supakij;Bang Kapi;1.376.099;1.006.537;Entire home/apt;600;30;0;;;1;30;0
12183;53487918;Brand New 5 Stars Bangkok Luxury Condo nr BTS WiFi;19266319;Alex;Vadhana;1.371.067;10.060.316;Entire home/apt;1259;28;9;08/12/2022;0.73;36;86;8
12184;53534491;1 Bedroom @Syama Nana - best location in Sukhumvit;181453003;Cedric;Vadhana;137.417;10.055.591;Private room;7499;1;0;;;9;361;0
12185;53535655;Lovely 2BR Next to St Food&Night Life:4-5pax;49539775;Max;Vadhana;1.374.655;10.055.912;Entire home/apt;2200;30;28;10/10/2022;2.49;36;86;28
12186;53537007;プールがある美しいコンドミニアム;221784542;晴花;Vadhana;1.372.554;10.058.289;Private room;835;1;0;;;1;0;0
12187;53551577;4 mins Phahonyothin Sta. + Wifi [Cozy and New];336524641;Kie;Chatu Chak;1.381.185;10.056.184;Private room;1180;4;11;22/12/2022;0.84;1;234;10
12188;53554037;Elionest condo单间studio，BTS走路600m，freewifi;172820753;AliceGuo郭美;Bang Na;1.367.974;10.061.596;Entire home/apt;800;14;9;12/12/2022;0.99;17;133;9
12189;53554045;Life62condoBtsbangchak200m，30m²一房freepool+gym+WiFi;172820753;AliceGuo郭美;Phra Khanong;13.692.884;100.593.025;Entire home/apt;920;30;7;25/11/2022;0.59;17;240;7
12190;53570771;Home Sweet Home/Casa Condo Near BTS/Taladphu;433831790;Punika;Chom Thong;1.371.524;10.046.406;Entire home/apt;1711;2;0;;;1;365;0
12191;53577049;Standard King Room (Private Bathroom) 1;107548417;Narawad Boutique;Vadhana;1.374.161;10.056.171;Private room;1661;1;0;;;4;362;0
12192;53577669;Cozy 1 bedroom in Rama9 Bangkok;37124223;Ball;Huai Khwang;1.376.743;10.058.555;Entire home/apt;1800;1;0;;;1;365;0
12193;53579393;2C- 2BEDROOMS ENSUITE/3BATHS BANGKOK DOWNTOWN MRT;30262097;Dr. Supot;Vadhana;13.746.123;100.558.868;Entire home/apt;5331;2;31;07/12/2022;2.38;15;139;27
12194;53580588;1BR Studio 17th fl, 35 sqm Condo❤ of city| Bathtub;95548084;Mod Apiluk;Vadhana;13.743.518;100.561.676;Entire home/apt;896;28;4;27/11/2022;0.4;25;30;4
12195;53585032;BigSize!Aoske素坤逸12巷78平米两卧两卫;270215556;Ideomobi;Khlong Toei;1.373.509;10.055.682;Entire home/apt;3071;1;11;27/12/2022;0.86;28;101;9
12196;53594647;indy​ condo is​ a​ private​ room​ near​ chaopaya R;434024995;Phamin;Bangkok Yai;1.374.281;10.048.177;Private room;999;3;0;;;1;365;0
12197;53595150;Just 1 Step from BTS Onnut HighClass(45spm) Condo;4079585;Seojoon;Vadhana;13.706.285;100.601.677;Entire home/apt;5703;14;7;13/12/2022;0.54;1;11;5
12198;53595603;Semi penthouse (*Shared Entrance*) on Shophouse;219048748;Kay;Huai Khwang;137.712;10.057.822;Entire home/apt;620;1;17;15/12/2022;1.39;7;100;16
12199;53598874;A homey town house with private room in Sukhimvit.;32394936;Kanittha;Phra Khanong;1.369.022;10.062.871;Private room;464;1;0;;;1;87;0
12200;53616400;Cozy chitlom CBD infinity pool@pratunam CrtlWld;342811212;Miu Miu;Ratchathewi;1.374.988;10.054.429;Entire home/apt;4443;29;3;25/09/2022;0.26;23;175;3
12201;53619074;CHINESEEMBASSY650mRatchadaSoi3/Cozy1Bedroom;270215556;Ideomobi;Din Daeng;1.378.441;10.056.685;Entire home/apt;3000;1;16;07/12/2022;1.51;28;81;16
12202;53623444;Sky living with City Scenery  - 1 bed @BTS - 28 Fl;112341236;Arisarakorn;Phra Khanong;136.924;10.061.788;Private room;1200;14;2;22/11/2022;0.41;2;206;2
12203;53633961;【HEART OF BKK】5-min BTS ※ NETFLIX※ FAST WIFI※ POOL;30386490;N'Dee;Khlong Toei;1.373.653;10.056.052;Entire home/apt;2757;1;67;22/12/2022;5.21;23;313;63
12204;53634914;ASOK 1BR Sukhumvit BTS/MRT Emquartier/Terminal21;240343545;Joseph;Vadhana;1.373.835;10.056.716;Entire home/apt;2571;30;6;04/09/2022;0.47;37;170;4
12205;54362210;ASOK 2BRApt Bangkok SukhumvitBTS/MRT/Wifi/Pool/4PP;240343545;Joseph;Vadhana;1.373.837;10.056.728;Entire home/apt;5000;30;4;02/09/2022;0.37;37;158;4
12206;54362450;ASOK 2B2BApt  Sukhumvit BTS/MRT Emquartier 4PP.;240343545;Joseph;Vadhana;1.374.018;10.056.764;Entire home/apt;5250;30;0;;;37;158;0
12207;54364876;AquaSerene studio | Lumpini park + Netflix;9088749;Natalie;Parthum Wan;1.374.071;10.054.175;Entire home/apt;1320;21;1;08/11/2022;0.59;13;210;1
12208;54374506;Cozy Room City View 1 BR Thonglor-Petchburi Rd;35046963;Jeerawat;Huai Khwang;13.744.234.567.867.800;1.005.856.105.726.590;Entire home/apt;799;30;0;;;8;353;0
12209;54380289;Cheerful townhouse in Sukhumvit 38;52054416;Chatchai;Khlong Toei;1.371.902;10.057.866;Entire home/apt;2800;3;0;;;1;359;0
12210;54383898;Studio Condo & Lat Phrao BTS at doorstep;27871747;Angela;Chatu Chak;1.381.652;10.056.219;Entire home/apt;928;30;0;;;3;0;0
12211;54066597;Cosy Place with Pool, 36sqm, Heart of Thonglo;305216716;Janelisa;Vadhana;1.373.485;10.058.346;Entire home/apt;999;20;3;06/10/2022;0.37;4;336;3
12212;54072133;5mBTS in Sukhumvit NiceClean1Bed&CoffeeCafeFl.1.A;13899655;Sujira;Khlong Toei;1.371.197;10.059.203;Private room;729;1;6;30/09/2022;0.5;25;309;6
12213;54072307;5mBTS in Sukhumvit NiceCleanRoom&CoffeeCafe Fl.1.A;13899655;Sujira;Khlong Toei;1.371.359;1.005.923;Private room;921;1;15;28/10/2022;1.25;25;320;15
12214;54086548;Spacious ensuite in Asoke gym & pool, nr (BTS/MRT);8228120;Neil;Khlong Toei;1.373.492;10.055.863;Private room;750;30;3;17/11/2022;0.27;2;365;3
12215;54098289;rama9高层天空泳池月租MRT步行300m;270215556;Ideomobi;Din Daeng;1.376.182;10.055.781;Entire home/apt;2500;30;15;27/08/2022;1.4;28;81;15
12216;54098751;Clean 175sqm 3Bdr Fast Wifi CBD 1mins Skytrain;39744308;Ed;Bang Rak;1.372.453;10.052.894;Entire home/apt;4000;1;10;26/10/2022;1.0;12;325;10
12217;54099150;private retreat with nice vibe;185521669;Tim;Khlong Toei;1.370.598;10.059.711;Entire home/apt;2425;1;2;11/12/2022;0.49;1;361;2
12218;54101630;near On Nut BTS 30sqm unit at 8 floor the BASE 77;292752610;Hongxiu;Khlong Toei;137.093;10.059.921;Entire home/apt;750;180;0;;;4;363;0
12219;54113791;曼谷市中心高层泳池景观！2公里内素坤逸路Aosk/四面佛/暹罗广场//21航站/ram9网红火车夜市;222512870;Yi;Ratchathewi;13.750.074;100.555.382;Entire home/apt;1536;28;2;16/06/2022;0.3;10;357;2
12220;54115236;Boutique Hostel near Khaosarn Road + Monument View;8444643;Kiattisak;Phra Nakhon;13.756.086;100.501.892;Private room;799;1;0;;;53;361;0
12221;54115634;Private Room @ Boutique Hostel near Khaosarn Road;8444643;Kiattisak;Phra Nakhon;1.375.497;10.050.164;Private room;1400;1;0;;;53;365;0
12222;54116865;Private Room @ Boutique Hostel near Khaosarn Road;8444643;Kiattisak;Phra Nakhon;137.571;10.050.259;Private room;1400;1;1;01/11/2022;0.52;53;362;1
12223;54117162;Private Room for 3 @Hostel near Khoasarn with View;8444643;Kiattisak;Phra Nakhon;1.375.491;10.050.145;Private room;1300;1;0;;;53;365;0
12224;54117305;Charming Room @ Boutique Hostel near Khaosarn Road;8444643;Kiattisak;Phra Nakhon;1.375.691;10.050.131;Private room;1999;1;0;;;53;354;0
12225;54130821;ASOK 1BR Sukhumvit Near BTS/MRT 2~3ppl/pool/wifi;240343545;Joseph;Vadhana;1.373.944;10.056.757;Entire home/apt;2571;30;6;08/09/2022;0.65;37;0;6
12226;54130984;ASOK 2B2BApt. BKK Sukhumvit BTS/MRT Terminal21 4PP;240343545;Joseph;Vadhana;1.373.956;10.056.748;Entire home/apt;5000;30;2;16/07/2022;0.17;37;167;2
12227;54395948;Lovely Condo - close to city & BTS Ekamai;49940344;Jah Sitaphan;Khlong Toei;1.371.168;10.058.281;Private room;730;1;3;31/10/2022;0.42;3;234;3
12228;54135027;5mBTS Sukhumvit-DCharming Bedroom &CoffeeCafe Fl.1;13899655;Sujira;Khlong Toei;1.371.123;10.059.283;Private room;806;1;8;01/11/2022;0.68;25;341;8
12229;54137923;Bangkok Sook-San, Sukhumvit-Asoke 303;42482778;Harnpon;Khlong Toei;1.372.504;10.056.547;Entire home/apt;1200;1;10;28/11/2022;0.85;15;359;10
12230;54396114;Comfy 1 bedroom condo with pool, 15 min to airport;49940344;Jah Sitaphan;Bang Kapi;1.375.151;10.063.722;Private room;530;30;2;08/11/2022;0.71;3;343;2
12231;54408976;Minimal style studio room in downtown area;252759762;Dalinporn;Khlong Toei;1.372.195;10.057.711;Private room;680;30;3;17/11/2022;0.6;6;147;3
12232;54138035;Bangkok Sooksan, Sukhumvit-Asoke 305;42482778;Harnpon;Khlong Toei;1.372.579;10.056.512;Entire home/apt;1229;1;15;05/11/2022;1.72;15;359;15
12233;54138113;Bangkok Sooksan, Sukhumvit-Asoke 206;42482778;Harnpon;Khlong Toei;1.372.391;10.056.568;Entire home/apt;1171;1;26;19/12/2022;2.32;15;340;26
12234;5,05E+17;Khaosan road - free massage 1hr;321029505;Bas;Phra Nakhon;13.754.919;1.005.009;Private room;893;1;23;18/12/2022;1.84;6;315;21
12235;54138141;Bangkok Sooksan, Sukhumvit-Asoke 307;42482778;Harnpon;Khlong Toei;1.372.551;10.056.515;Entire home/apt;1229;1;18;21/11/2022;1.53;15;354;18
12236;54138192;Bangkok Sooksan, Sukhumvit-Asoke 310;42482778;Harnpon;Khlong Toei;1.372.416;10.056.345;Entire home/apt;1229;1;20;14/12/2022;1.78;15;358;20
12237;54151835;1 min walk to BTS, 3 Bed 3 Bath, Entire House;439026077;Padit;Bang Na;1.368.148;10.061.058;Entire home/apt;2477;1;31;25/12/2022;3.03;4;295;31
12238;5,07E+17;HappyZleepy9_1 mins to Nana BTS,WiFi speed 500 Mbs;35082871;Ed;Khlong Toei;1.374.129;10.055.388;Entire home/apt;1591;1;49;08/12/2022;3.95;33;268;46
12239;54153133;Duliya Pavilion ดุลิยาพาวิลเลี่ยน ลาดพร้าว 73;192736520;Malaiporn;Wang Thong Lang;1.378.958;10.061.221;Private room;590;1;0;;;1;0;0
12240;5,08E+17;HappyZleepy6_2 mins to Nana BTS,WiFi speed 500Mbs;35082871;Ed;Vadhana;1.374.053;10.055.627;Entire home/apt;1536;1;56;17/12/2022;4.35;33;253;55
12241;5,13E+17;Comfortable studio in Bangkok, 5-min walk from BTS;267104110;Moon;Bang Na;1.366.002;10.060.599;Entire home/apt;1000;1;18;21/12/2022;2.89;4;259;18
12242;5,22E+17;Thonglor lovely 2 bed condo near BTS (3 month up);103221633;Fang;Vadhana;1.372.639;10.057.942;Entire home/apt;2500;90;0;;;1;358;0
12243;5,22E+17;Condo studio room fl. 27th  Nice view & easy to go;436257685;Attayakorn;Bang Sue;1.380.749;10.053.168;Entire home/apt;1500;7;1;19/02/2022;0.1;1;35;1
12244;5,39E+17;PP Bangkok Hotel (SHA Certificated);176968612;Ratchapon;Min Buri;1.379.672;10.071.067;Private room;890;1;0;;;1;365;0
12245;53802444;Cozy 1 bedroom in Ekkamai.;435813180;Naravich;Khlong Toei;13.717.241.093.331.500;10.058.322.567.719.800;Entire home/apt;883;180;0;;;1;365;0
12246;53804466;Natural Lifestyle Bedroom in centre of Ekamai;230630992;Jeffrey;Vadhana;1.372.801;1.005.883;Private room;850;30;1;25/09/2022;0.32;1;365;1
12247;53805747;7C-2 Bedrooms/3Baths in Downtown Bangkok-MRT/BRT;30262097;Dr. Supot;Vadhana;13.746.123;100.558.868;Entire home/apt;6531;2;20;30/11/2022;1.61;15;162;18
12248;53808622;TAMNI | No.303 | 1min walk to Subway;14335043;Tan;Parthum Wan;1.373.839;100.517.853;Private room;3528;1;24;24/12/2022;1.93;14;90;22
12249;53817796;Service apartment w/ pool @ Sukhumvit 61;24229896;Nann;Vadhana;1.372.563;10.058.497;Entire home/apt;6214;7;2;17/08/2022;0.41;3;13;2
12250;53817816;Service apartment w/pool near Ekkamai;24229896;Nann;Vadhana;1.372.493;10.058.343;Entire home/apt;4329;30;0;;;3;161;0
12251;53823434;ASOK 1BR Sukhumvit BTS/MRT Emquartier/Terminal21;240343545;Joseph;Vadhana;137.403;10.056.566;Entire home/apt;2571;30;5;24/05/2022;0.41;37;100;5
12252;53824368;Opal House 3BR@BTS Mo Chit station(N8)(BL13) 日本 中文;234600442;Opal;Chatu Chak;1.379.862;1.005.564;Entire home/apt;1810;2;6;26/12/2022;0.66;15;162;6
12253;53825266;Opal House 5BR @BTS Mo Chit(N8)(BL13)日本 中文;234600442;Opal;Chatu Chak;1.379.759;10.055.196;Entire home/apt;4500;1;2;01/01/2022;0.16;15;328;1
12254;53826921;TAMNI | No.313 | 1min walk to Subway;14335043;Tan;Parthum Wan;13.738.416;100.517.868;Private room;3425;1;28;22/12/2022;2.23;14;86;26
12255;53827072;K❤️Homey & Cozy❤️ 5 Min walk to MRT-Wash machine;306704320;Kangaroo;Huai Khwang;1.379.199;10.057.567;Entire home/apt;1256;3;7;05/11/2022;0.73;16;66;7
12256;53828990;TAMNI | No.304 | 1min walk to Subway;14335043;Tan;Parthum Wan;13.738.359;100.517.876;Private room;3757;1;22;23/12/2022;2.32;14;101;22
12257;53833801;Life 65 (Ekamai area);;;;;;;;;;;;;;
12258;37764077;Bua;Khlong Toei;1.372.187;10.057.988;Entire home/apt;1900;30;0;;;1;364;0;;
